id,funded_amnt,term,int_rate,grade,sub_grade,annual_inc,dti,home_ownership,addr_state,purpose,loan_status,delinq_2yrs,pub_rec,pub_rec_bankruptcies,revol_util,open_acc,total_acc,verification_status,issue_d,social_security_number,ssn,ssnumber,ssnumber1,drivers_license,dl,member_id,emp_title,title,c_desc,zip_code,c_url
2839,13021.36, 36 months,6.71%,A,A3,133552.72,0.68,NONE,FL,wedding,Charged Off,3,3,2,66.21%,11,3,Verified,Jun-10,100002838,100002838,100002838,900002838,DL502838,DL502838,MEMBER-2839,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,737,https://example.com/loan/2839
2840,24810.07, 60 months,22.81%,G,G3,70363.03,19.08,RENT,FL,debt_consolidation,Charged Off,4,2,1,51.81%,30,48,Source Verified,May-08,100002839,100002839,100002839,900002839,DL502839,DL502839,MEMBER-2840,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,764,https://example.com/loan/2840
2841,16444.65, 36 months,14.44%,E,E4,182585.3,1.94,RENT,FL,medical,Current,2,3,0,45.57%,24,39,Not Verified,Aug-08,100002840,100002840,100002840,900002840,DL502840,DL502840,MEMBER-2841,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,471,https://example.com/loan/2841
2842,22884.39, 36 months,8.56%,G,G2,39245.56,16.33,MORTGAGE,NC,renewable_energy,Charged Off,0,2,2,70.21%,9,46,Source Verified,Sep-10,100002841,100002841,100002841,900002841,DL502841,DL502841,MEMBER-2842,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,167,https://example.com/loan/2842
2843,2169.67, 36 months,15.92%,C,C1,118560.15,5.94,RENT,NC,small_business,Fully Paid,2,3,NA,24.59%,30,22,Verified,Mar-12,100002842,100002842,100002842,900002842,DL502842,DL502842,MEMBER-2843,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,584,https://example.com/loan/2843
2844,12953.32, 60 months,17.31%,F,F3,125671.84,25.25,NONE,GA,debt_consolidation,Charged Off,1,2,1,53.51%,22,32,Not Verified,Sep-17,100002843,100002843,100002843,900002843,DL502843,DL502843,MEMBER-2844,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,455,https://example.com/loan/2844
2845,23855.55, 36 months,8.18%,G,G3,97971.8,2.96,OTHER,FL,house,Current,2,0,1,39.75%,16,24,Not Verified,Aug-14,100002844,100002844,100002844,900002844,DL502844,DL502844,MEMBER-2845,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,195,https://example.com/loan/2845
2846,4100.5, 60 months,9.67%,E,E1,190678.47,12.37,OTHER,NC,home_improvement,Fully Paid,1,3,0,33.48%,24,30,Source Verified,Oct-18,100002845,100002845,100002845,900002845,DL502845,DL502845,MEMBER-2846,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,825,https://example.com/loan/2846
2847,7236.45, 36 months,20.51%,E,E2,147364.47,29.78,RENT,MI,house,Fully Paid,4,3,2,36.31%,18,43,Verified,Feb-13,100002846,100002846,100002846,900002846,DL502846,DL502846,MEMBER-2847,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,242,https://example.com/loan/2847
2848,2692.96, 36 months,23.79%,G,G2,137844.88,20.99,OTHER,FL,major_purchase,Charged Off,1,1,2,48.65%,11,30,Source Verified,Mar-09,100002847,100002847,100002847,900002847,DL502847,DL502847,MEMBER-2848,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,632,https://example.com/loan/2848
2849,2816.6, 36 months,23.83%,E,E3,33347.38,9.7,RENT,CA,vacation,Current,3,1,1,55.83%,25,49,Source Verified,Sep-17,100002848,100002848,100002848,900002848,DL502848,DL502848,MEMBER-2849,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,759,https://example.com/loan/2849
2850,12765.19, 60 months,21.64%,B,B2,132643.6,5.34,OWN,FL,moving,Fully Paid,4,0,NA,4.63%,2,4,Verified,Feb-16,100002849,100002849,100002849,900002849,DL502849,DL502849,MEMBER-2850,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,699,https://example.com/loan/2850
2851,12422.85, 36 months,23.87%,B,B4,92040.43,16.65,NONE,NY,credit_card,Fully Paid,0,3,1,2.62%,21,3,Not Verified,Oct-08,100002850,100002850,100002850,900002850,DL502850,DL502850,MEMBER-2851,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,128,https://example.com/loan/2851
2852,15855.81, 60 months,20.21%,E,E1,40868.94,20.06,OTHER,IL,vacation,Current,2,0,0,38.02%,4,42,Verified,Feb-08,100002851,100002851,100002851,900002851,DL502851,DL502851,MEMBER-2852,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,257,https://example.com/loan/2852
2853,31043.16, 36 months,16.67%,D,D5,177692.17,8.81,RENT,GA,wedding,Fully Paid,4,0,1,60.68%,4,24,Source Verified,Oct-08,100002852,100002852,100002852,900002852,DL502852,DL502852,MEMBER-2853,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,380,https://example.com/loan/2853
2854,11115.02, 60 months,5.46%,E,E5,197983.85,25.75,NONE,OH,credit_card,Fully Paid,0,2,1,5.87%,7,25,Source Verified,Dec-12,100002853,100002853,100002853,900002853,DL502853,DL502853,MEMBER-2854,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,874,https://example.com/loan/2854
2855,6522.01, 60 months,24.18%,A,A4,182810.13,1.67,OTHER,PA,home_improvement,Fully Paid,0,0,NA,80.95%,8,50,Not Verified,Dec-18,100002854,100002854,100002854,900002854,DL502854,DL502854,MEMBER-2855,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,323,https://example.com/loan/2855
2856,33019.89, 36 months,14.89%,D,D1,192580.93,7.9,OTHER,FL,house,Charged Off,4,1,2,70.67%,6,11,Source Verified,Oct-16,100002855,100002855,100002855,900002855,DL502855,DL502855,MEMBER-2856,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,504,https://example.com/loan/2856
2857,17298.53, 60 months,19.03%,G,G4,149878.07,1.44,OTHER,CA,house,Charged Off,3,2,1,75.26%,27,9,Source Verified,Sep-15,100002856,100002856,100002856,900002856,DL502856,DL502856,MEMBER-2857,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,942,https://example.com/loan/2857
2858,34771.39, 60 months,21.7%,A,A5,96800.19,2.97,NONE,OH,small_business,Charged Off,3,3,0,8.93%,12,28,Verified,Apr-11,100002857,100002857,100002857,900002857,DL502857,DL502857,MEMBER-2858,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,289,https://example.com/loan/2858
2859,4727.05, 60 months,13.86%,E,E3,114841.35,29.53,RENT,FL,major_purchase,Fully Paid,0,3,1,82.12%,1,39,Source Verified,Oct-18,100002858,100002858,100002858,900002858,DL502858,DL502858,MEMBER-2859,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,620,https://example.com/loan/2859
2860,20864.97, 36 months,20.73%,B,B2,84556.08,0.56,OTHER,NY,educational,Current,1,2,0,85.96%,4,52,Source Verified,Jan-13,100002859,100002859,100002859,900002859,DL502859,DL502859,MEMBER-2860,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,925,https://example.com/loan/2860
2861,13311.02, 60 months,7.33%,D,D1,142334.17,26.97,OTHER,PA,small_business,Fully Paid,3,0,2,91.77%,2,24,Verified,Jun-13,100002860,100002860,100002860,900002860,DL502860,DL502860,MEMBER-2861,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,682,https://example.com/loan/2861
2862,5043.36, 60 months,11.51%,G,G2,84117.44,11.37,OWN,CA,major_purchase,Charged Off,1,1,2,70.87%,12,4,Not Verified,Feb-15,100002861,100002861,100002861,900002861,DL502861,DL502861,MEMBER-2862,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,810,https://example.com/loan/2862
2863,29803.99, 36 months,23.5%,E,E2,48401.34,5.72,OWN,NY,other,Charged Off,0,0,NA,61.92%,21,47,Verified,May-08,100002862,100002862,100002862,900002862,DL502862,DL502862,MEMBER-2863,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,289,https://example.com/loan/2863
2864,3456.94, 60 months,15.42%,D,D1,163331.92,14.42,MORTGAGE,IL,car,Fully Paid,3,3,0,76.67%,26,29,Not Verified,Oct-09,100002863,100002863,100002863,900002863,DL502863,DL502863,MEMBER-2864,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,624,https://example.com/loan/2864
2865,8215.05, 60 months,17.6%,E,E2,25750.04,3.99,NONE,CA,major_purchase,Current,4,3,NA,73.47%,5,11,Source Verified,Jun-18,100002864,100002864,100002864,900002864,DL502864,DL502864,MEMBER-2865,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,267,https://example.com/loan/2865
2866,5297.42, 60 months,9.78%,A,A5,118568.57,26.87,OTHER,FL,vacation,Current,1,2,2,43.83%,18,53,Source Verified,May-12,100002865,100002865,100002865,900002865,DL502865,DL502865,MEMBER-2866,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,827,https://example.com/loan/2866
2867,3944.39, 36 months,7.64%,D,D2,135573.82,23.81,OWN,FL,small_business,Current,1,0,NA,97.27%,10,10,Verified,Mar-09,100002866,100002866,100002866,900002866,DL502866,DL502866,MEMBER-2867,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,824,https://example.com/loan/2867
2868,29666.1, 60 months,22.92%,E,E5,123757.87,25.27,NONE,MI,medical,Current,0,3,0,44.32%,8,57,Not Verified,Dec-08,100002867,100002867,100002867,900002867,DL502867,DL502867,MEMBER-2868,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,792,https://example.com/loan/2868
2869,18623.43, 60 months,14.44%,F,F2,41800.95,13.05,NONE,GA,vacation,Fully Paid,3,1,0,63.33%,21,33,Verified,Oct-08,100002868,100002868,100002868,900002868,DL502868,DL502868,MEMBER-2869,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,698,https://example.com/loan/2869
2870,1699.43, 36 months,16.71%,G,G3,145937.64,7.14,OTHER,GA,home_improvement,Fully Paid,2,0,0,53.34%,5,16,Verified,Feb-14,100002869,100002869,100002869,900002869,DL502869,DL502869,MEMBER-2870,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,722,https://example.com/loan/2870
2871,30129.38, 36 months,15.4%,A,A1,56563.02,27.61,RENT,GA,medical,Current,0,3,1,8.59%,18,7,Not Verified,Apr-17,100002870,100002870,100002870,900002870,DL502870,DL502870,MEMBER-2871,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,427,https://example.com/loan/2871
2872,34218.82, 36 months,13.95%,G,G4,147834.87,21.01,RENT,PA,educational,Charged Off,3,3,2,49.15%,15,32,Not Verified,Nov-11,100002871,100002871,100002871,900002871,DL502871,DL502871,MEMBER-2872,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,626,https://example.com/loan/2872
2873,34756.63, 36 months,18.47%,A,A4,88983.83,1.04,OWN,PA,educational,Fully Paid,2,3,0,17.18%,5,46,Source Verified,Jan-13,100002872,100002872,100002872,900002872,DL502872,DL502872,MEMBER-2873,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,946,https://example.com/loan/2873
2874,17320.57, 60 months,21.78%,B,B3,58017.09,13.52,NONE,GA,educational,Current,2,1,1,18.61%,10,36,Not Verified,Jul-08,100002873,100002873,100002873,900002873,DL502873,DL502873,MEMBER-2874,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,649,https://example.com/loan/2874
2875,33056.92, 36 months,19.7%,A,A4,152623.85,16.86,MORTGAGE,OH,educational,Fully Paid,2,2,1,66.56%,4,8,Verified,Oct-08,100002874,100002874,100002874,900002874,DL502874,DL502874,MEMBER-2875,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,458,https://example.com/loan/2875
2876,24630.33, 36 months,17.11%,E,E2,186769.77,22.46,OTHER,IL,other,Current,0,2,2,40.13%,14,34,Not Verified,Oct-09,100002875,100002875,100002875,900002875,DL502875,DL502875,MEMBER-2876,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,281,https://example.com/loan/2876
2877,7832.29, 36 months,15.65%,B,B2,149174.72,29.47,OWN,PA,other,Fully Paid,3,3,NA,71.46%,27,20,Verified,Jun-18,100002876,100002876,100002876,900002876,DL502876,DL502876,MEMBER-2877,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,216,https://example.com/loan/2877
2878,21740.94, 60 months,18.12%,E,E5,163296.72,2.43,OTHER,NY,small_business,Fully Paid,4,2,0,57.89%,15,53,Source Verified,Jul-11,100002877,100002877,100002877,900002877,DL502877,DL502877,MEMBER-2878,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,616,https://example.com/loan/2878
2879,11305.21, 60 months,12.75%,F,F1,175464.17,12.58,OTHER,CA,medical,Fully Paid,0,2,2,18.93%,27,41,Not Verified,Dec-12,100002878,100002878,100002878,900002878,DL502878,DL502878,MEMBER-2879,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,492,https://example.com/loan/2879
2880,14098.78, 36 months,13.97%,G,G3,164085.78,5.71,NONE,FL,moving,Fully Paid,2,2,NA,88.72%,14,55,Verified,Apr-15,100002879,100002879,100002879,900002879,DL502879,DL502879,MEMBER-2880,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,687,https://example.com/loan/2880
2881,33703.41, 60 months,16.67%,B,B4,46690.53,10.74,OTHER,PA,home_improvement,Fully Paid,1,3,0,59.98%,24,52,Verified,Aug-13,100002880,100002880,100002880,900002880,DL502880,DL502880,MEMBER-2881,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,451,https://example.com/loan/2881
2882,32813.34, 36 months,15.92%,E,E1,68137.95,0.29,NONE,IL,other,Current,2,3,NA,93.44%,25,40,Source Verified,Jun-08,100002881,100002881,100002881,900002881,DL502881,DL502881,MEMBER-2882,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,906,https://example.com/loan/2882
2883,18486.04, 60 months,20.68%,E,E3,38127.34,14.44,NONE,OH,educational,Current,0,2,0,93.8%,6,9,Verified,Mar-18,100002882,100002882,100002882,900002882,DL502882,DL502882,MEMBER-2883,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,602,https://example.com/loan/2883
2884,17029.91, 36 months,22.29%,D,D1,102465.17,9.12,NONE,PA,wedding,Fully Paid,4,1,2,32.36%,2,13,Source Verified,Aug-10,100002883,100002883,100002883,900002883,DL502883,DL502883,MEMBER-2884,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,360,https://example.com/loan/2884
2885,12801.0, 60 months,23.57%,B,B3,81478.81,26.38,RENT,NC,educational,Fully Paid,2,3,0,97.65%,10,4,Not Verified,Sep-09,100002884,100002884,100002884,900002884,DL502884,DL502884,MEMBER-2885,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,474,https://example.com/loan/2885
2886,5104.62, 60 months,21.05%,A,A5,109942.76,27.26,OWN,NC,home_improvement,Fully Paid,0,2,NA,34.19%,8,17,Verified,Mar-13,100002885,100002885,100002885,900002885,DL502885,DL502885,MEMBER-2886,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,472,https://example.com/loan/2886
2887,25598.96, 60 months,20.67%,G,G2,133304.32,8.67,OTHER,TX,debt_consolidation,Fully Paid,2,3,0,58.6%,17,57,Not Verified,Aug-17,100002886,100002886,100002886,900002886,DL502886,DL502886,MEMBER-2887,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,670,https://example.com/loan/2887
2888,5189.32, 36 months,9.01%,F,F5,56580.1,3.02,RENT,MI,wedding,Current,1,2,1,32.82%,23,37,Not Verified,Nov-10,100002887,100002887,100002887,900002887,DL502887,DL502887,MEMBER-2888,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,166,https://example.com/loan/2888
2889,34715.1, 36 months,7.29%,D,D1,41950.16,5.63,RENT,TX,major_purchase,Current,1,3,2,18.93%,8,46,Source Verified,Mar-15,100002888,100002888,100002888,900002888,DL502888,DL502888,MEMBER-2889,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,117,https://example.com/loan/2889
2890,33873.85, 36 months,18.55%,B,B3,86077.94,8.53,OWN,GA,medical,Fully Paid,3,0,0,9.9%,10,10,Source Verified,Jan-12,100002889,100002889,100002889,900002889,DL502889,DL502889,MEMBER-2890,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,931,https://example.com/loan/2890
2891,32676.35, 36 months,8.86%,D,D4,29461.55,18.21,NONE,IL,other,Fully Paid,2,2,2,37.88%,14,17,Verified,Nov-12,100002890,100002890,100002890,900002890,DL502890,DL502890,MEMBER-2891,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,209,https://example.com/loan/2891
2892,24357.86, 60 months,22.34%,C,C1,88030.06,11.18,NONE,IL,renewable_energy,Fully Paid,2,2,NA,29.75%,21,57,Not Verified,Jan-09,100002891,100002891,100002891,900002891,DL502891,DL502891,MEMBER-2892,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,847,https://example.com/loan/2892
2893,5465.45, 60 months,9.28%,B,B1,97643.18,4.92,NONE,NY,major_purchase,Fully Paid,2,1,2,98.58%,4,24,Verified,Feb-08,100002892,100002892,100002892,900002892,DL502892,DL502892,MEMBER-2893,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,402,https://example.com/loan/2893
2894,22221.59, 36 months,12.07%,C,C3,27388.4,25.59,NONE,GA,debt_consolidation,Fully Paid,1,3,NA,59.16%,5,20,Source Verified,Jan-09,100002893,100002893,100002893,900002893,DL502893,DL502893,MEMBER-2894,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,727,https://example.com/loan/2894
2895,16674.97, 60 months,10.71%,C,C5,188320.0,21.37,OTHER,OH,other,Current,2,1,2,32.64%,16,42,Not Verified,Feb-10,100002894,100002894,100002894,900002894,DL502894,DL502894,MEMBER-2895,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,788,https://example.com/loan/2895
2896,18615.9, 60 months,12.58%,A,A1,193885.74,27.83,RENT,OH,moving,Current,4,2,2,65.07%,1,56,Source Verified,Jul-16,100002895,100002895,100002895,900002895,DL502895,DL502895,MEMBER-2896,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,409,https://example.com/loan/2896
2897,28650.65, 36 months,9.18%,A,A3,113035.16,1.88,MORTGAGE,MI,house,Fully Paid,3,2,1,75.32%,24,10,Source Verified,Dec-18,100002896,100002896,100002896,900002896,DL502896,DL502896,MEMBER-2897,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,239,https://example.com/loan/2897
2898,22867.0, 60 months,19.9%,A,A5,186577.02,29.35,OWN,PA,small_business,Fully Paid,1,3,2,94.66%,1,41,Source Verified,Feb-16,100002897,100002897,100002897,900002897,DL502897,DL502897,MEMBER-2898,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,572,https://example.com/loan/2898
2899,33674.82, 36 months,17.73%,B,B2,99803.53,11.76,OTHER,OH,major_purchase,Fully Paid,1,3,2,67.18%,5,27,Not Verified,Jan-08,100002898,100002898,100002898,900002898,DL502898,DL502898,MEMBER-2899,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,437,https://example.com/loan/2899
2900,17347.24, 36 months,15.87%,A,A3,84544.04,23.38,OTHER,FL,medical,Current,1,1,1,66.46%,16,40,Not Verified,Jul-11,100002899,100002899,100002899,900002899,DL502899,DL502899,MEMBER-2900,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,400,https://example.com/loan/2900
2901,16505.77, 36 months,9.22%,A,A2,132253.21,29.31,RENT,GA,car,Fully Paid,1,0,1,59.04%,9,7,Not Verified,Aug-09,100002900,100002900,100002900,900002900,DL502900,DL502900,MEMBER-2901,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,231,https://example.com/loan/2901
2902,3632.15, 60 months,17.58%,D,D2,75782.62,28.22,NONE,PA,other,Fully Paid,3,0,0,37.03%,3,2,Not Verified,Nov-13,100002901,100002901,100002901,900002901,DL502901,DL502901,MEMBER-2902,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,235,https://example.com/loan/2902
2903,13025.9, 60 months,15.74%,A,A3,162449.19,24.07,NONE,NC,home_improvement,Current,3,0,NA,32.35%,19,17,Source Verified,Jun-17,100002902,100002902,100002902,900002902,DL502902,DL502902,MEMBER-2903,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,521,https://example.com/loan/2903
2904,24308.56, 36 months,18.98%,F,F5,132295.26,23.93,NONE,FL,car,Fully Paid,0,0,0,4.1%,19,43,Verified,May-14,100002903,100002903,100002903,900002903,DL502903,DL502903,MEMBER-2904,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,776,https://example.com/loan/2904
2905,32574.82, 36 months,20.12%,B,B1,44562.85,2.21,MORTGAGE,OH,major_purchase,Fully Paid,1,1,0,6.83%,19,33,Verified,Sep-16,100002904,100002904,100002904,900002904,DL502904,DL502904,MEMBER-2905,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,234,https://example.com/loan/2905
2906,7068.1, 36 months,20.02%,B,B3,174338.26,21.54,MORTGAGE,FL,moving,Fully Paid,1,1,1,56.4%,26,16,Not Verified,Jan-11,100002905,100002905,100002905,900002905,DL502905,DL502905,MEMBER-2906,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,195,https://example.com/loan/2906
2907,28857.93, 36 months,10.63%,F,F4,39385.16,3.42,OTHER,NC,wedding,Fully Paid,1,3,1,12.73%,15,2,Source Verified,Sep-09,100002906,100002906,100002906,900002906,DL502906,DL502906,MEMBER-2907,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,208,https://example.com/loan/2907
2908,21261.45, 36 months,21.69%,C,C4,99281.33,12.14,MORTGAGE,MI,renewable_energy,Fully Paid,0,2,0,43.38%,15,2,Source Verified,Jul-08,100002907,100002907,100002907,900002907,DL502907,DL502907,MEMBER-2908,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,161,https://example.com/loan/2908
2909,14639.15, 60 months,5.77%,F,F3,160410.02,11.83,OWN,MI,small_business,Current,2,1,NA,24.06%,10,46,Not Verified,Jul-09,100002908,100002908,100002908,900002908,DL502908,DL502908,MEMBER-2909,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,531,https://example.com/loan/2909
2910,10273.45, 36 months,11.25%,E,E1,70813.68,20.4,NONE,FL,credit_card,Fully Paid,4,0,1,82.66%,25,36,Not Verified,May-09,100002909,100002909,100002909,900002909,DL502909,DL502909,MEMBER-2910,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,997,https://example.com/loan/2910
2911,15955.71, 60 months,12.36%,E,E2,22245.59,2.95,OTHER,IL,educational,Fully Paid,4,0,NA,92.77%,20,40,Verified,Nov-12,100002910,100002910,100002910,900002910,DL502910,DL502910,MEMBER-2911,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,514,https://example.com/loan/2911
2912,9041.17, 36 months,17.97%,B,B3,189027.41,18.25,RENT,FL,educational,Current,4,0,0,88.72%,28,13,Verified,Jun-12,100002911,100002911,100002911,900002911,DL502911,DL502911,MEMBER-2912,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,618,https://example.com/loan/2912
2913,18945.0, 36 months,12.38%,G,G3,162903.67,4.21,OTHER,PA,medical,Fully Paid,3,3,1,88.95%,11,27,Not Verified,Jun-13,100002912,100002912,100002912,900002912,DL502912,DL502912,MEMBER-2913,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,158,https://example.com/loan/2913
2914,19539.01, 60 months,7.57%,E,E4,66410.17,7.6,RENT,FL,renewable_energy,Charged Off,4,3,NA,77.89%,30,39,Not Verified,Dec-11,100002913,100002913,100002913,900002913,DL502913,DL502913,MEMBER-2914,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,526,https://example.com/loan/2914
2915,2003.25, 36 months,9.28%,C,C5,46307.24,21.4,NONE,PA,medical,Current,1,0,2,73.06%,29,52,Verified,Dec-18,100002914,100002914,100002914,900002914,DL502914,DL502914,MEMBER-2915,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,326,https://example.com/loan/2915
2916,23783.79, 36 months,21.51%,A,A4,144910.97,14.92,OTHER,MI,car,Current,1,2,1,43.5%,16,12,Not Verified,Aug-09,100002915,100002915,100002915,900002915,DL502915,DL502915,MEMBER-2916,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,441,https://example.com/loan/2916
2917,30363.2, 60 months,23.7%,G,G4,100449.59,27.73,MORTGAGE,OH,medical,Fully Paid,1,1,NA,1.98%,5,43,Verified,Feb-18,100002916,100002916,100002916,900002916,DL502916,DL502916,MEMBER-2917,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,689,https://example.com/loan/2917
2918,7575.09, 60 months,7.72%,G,G1,30634.75,21.23,NONE,FL,home_improvement,Fully Paid,0,2,0,96.21%,18,9,Source Verified,Aug-13,100002917,100002917,100002917,900002917,DL502917,DL502917,MEMBER-2918,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,888,https://example.com/loan/2918
2919,2091.12, 36 months,13.01%,D,D3,112212.19,29.64,MORTGAGE,GA,car,Fully Paid,4,2,NA,53.68%,2,47,Verified,Dec-08,100002918,100002918,100002918,900002918,DL502918,DL502918,MEMBER-2919,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,633,https://example.com/loan/2919
2920,19295.18, 36 months,24.41%,G,G2,116231.32,15.68,RENT,GA,house,Fully Paid,4,1,0,37.68%,26,54,Verified,Mar-12,100002919,100002919,100002919,900002919,DL502919,DL502919,MEMBER-2920,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,672,https://example.com/loan/2920
2921,33425.4, 60 months,10.38%,E,E2,95906.25,8.25,RENT,MI,credit_card,Charged Off,0,1,1,47.43%,27,43,Not Verified,Aug-12,100002920,100002920,100002920,900002920,DL502920,DL502920,MEMBER-2921,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,787,https://example.com/loan/2921
2922,14379.83, 36 months,9.66%,G,G1,78245.7,10.28,OWN,NC,debt_consolidation,Fully Paid,3,1,NA,57.73%,5,50,Source Verified,Mar-10,100002921,100002921,100002921,900002921,DL502921,DL502921,MEMBER-2922,Nurse,Debt consolidation loan,Borrower-written description of the loan purpose.,173,https://example.com/loan/2922
2923,18219.25, 36 months,17.07%,F,F4,129679.84,24.88,NONE,TX,small_business,Fully Paid,2,3,NA,17.97%,8,24,Not Verified,Jun-10,100002922,100002922,100002922,900002922,DL502922,DL502922,MEMBER-2923,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,708,https://example.com/loan/2923
2924,9318.08, 36 months,8.52%,D,D1,170025.25,23.46,OTHER,TX,home_improvement,Current,2,1,2,52.96%,9,57,Verified,Jan-18,100002923,100002923,100002923,900002923,DL502923,DL502923,MEMBER-2924,Software Engineer,Debt consolidation loan,Borrower-written description of the loan purpose.,388,https://example.com/loan/2924
2925,3164.81, 36 months,21.72%,F,F2,94638.09,17.48,RENT,CA,car,Current,1,2,NA,56.35%,23,55,Verified,Sep-18,100002924,100002924,100002924,900002924,DL502924,DL502924,MEMBER-2925,Retail Associate,Debt consolidation loan,Borrower-written description of the loan purpose.,411,https://example.com/loan/2925
2926,2732.06, 60 months,18.96%,D,D5,187806.88,17.17,OWN,IL,house,Fully Paid,0,1,NA,73.25%,9,18,Not Verified,Feb-08,100002925,100002925,100002925,900002925,DL502925,DL502925,MEMBER-2926,Driver,Debt consolidation loan,Borrower-written description of the loan purpose.,514,https://example.com/loan/2926
