record_id,customer_id,account_balance,customer_segment,customer_lifecycle_stage,customer_satisfaction_score,customer_churn_probability,customer_transaction_count,customer_transaction_value,product_id,product_name,product_type,product_recommendation,product_recommendation_status,product_recommendation_date,recommendation_score,product_sales_amount,product_sales_date,customer_name,customer_email
FPR-00356,CUST-C0123,70836.29,Small Business,Mature,2.3715,0.868802,290,121064.46,PROD-FS-006,Term Life,Lending,Wealth Advisory,Approved,2025-06-20,0.499766,4156.27,2025-08-04,Persona Customer 356,customer356@example.com
FPR-00357,CUST-C0132,80367.07,High Net Worth,Mature,1.6091,0.995501,286,123786.27,PROD-FS-007,Term Life,Insurance,Wealth Advisory,Pending,2025-11-03,0.354422,11438.72,,Persona Customer 357,customer357@example.com
FPR-00358,CUST-C0190,6206.73,Small Business,Mature,2.0765,0.962012,46,136146.91,PROD-FS-008,Term Life,Deposit,Rewards Credit Card,Pending,2025-01-04,0.006166,1053.86,,Persona Customer 358,customer358@example.com
FPR-00359,CUST-C0091,44364.7,Small Business,Onboarding,1.1371,0.296489,278,48826.85,PROD-FS-009,Term Life,Credit,Wealth Advisory,Declined,2025-01-31,0.556196,7632.62,,Persona Customer 359,customer359@example.com
FPR-00360,CUST-C0158,36189.24,Retail,Onboarding,3.2105,0.598213,445,68911.31,PROD-FS-010,Auto Loan,Credit,Auto Loan,Accepted,2025-07-06,0.000944,2512.15,2025-09-04,Persona Customer 360,customer360@example.com
FPR-00361,CUST-C0232,40888.97,Small Business,Growth,3.5996,0.204955,157,144341.03,PROD-FS-011,Rewards Credit Card,Credit,Wealth Advisory,Rejected,2024-11-19,0.335951,16984.48,,Persona Customer 361,customer361@example.com
FPR-00362,CUST-C0007,16336.62,High Net Worth,Mature,3.9128,0.985208,246,129562.14,PROD-FS-012,Wealth Advisory,Advisory,Auto Loan,Pending,2025-01-18,0.808458,11666.09,,Persona Customer 362,customer362@example.com
FPR-00363,CUST-C0092,47539.3,Corporate,Onboarding,1.7283,0.183699,239,89581.47,PROD-FS-013,Auto Loan,Deposit,Premium Savings,Open,2024-01-27,0.398413,7981.69,,Persona Customer 363,customer363@example.com
FPR-00364,CUST-C0125,44645.99,Institutional,Mature,3.8612,0.636852,226,8499.23,PROD-FS-014,Auto Loan,Insurance,Term Life,Accepted,2024-10-10,0.165746,1762.17,2024-10-20,Persona Customer 364,customer364@example.com
FPR-00365,CUST-C0136,32112.29,High Net Worth,Onboarding,1.5667,0.705807,329,124720.25,PROD-FS-015,Auto Loan,Advisory,Rewards Credit Card,Declined,2024-10-14,0.167211,8799.36,,Persona Customer 365,customer365@example.com
FPR-00366,CUST-C0078,28758.61,Retail,Churned,3.9172,0.551988,218,159800.7,PROD-FS-016,Term Life,Insurance,Term Life,Accepted,2024-09-27,0.565809,4556.78,2024-11-04,Persona Customer 366,customer366@example.com
FPR-00367,CUST-C0015,98232.42,High Net Worth,At Risk,1.3732,0.465175,137,9612.62,PROD-FS-017,Term Life,Insurance,Auto Loan,Declined,2025-03-10,0.65045,17756.36,,Persona Customer 367,customer367@example.com
FPR-00368,CUST-C0121,26025.68,High Net Worth,At Risk,3.0672,0.656394,412,148299.99,PROD-FS-018,Term Life,Insurance,Auto Loan,Rejected,2024-03-24,0.031404,2183.16,,Persona Customer 368,customer368@example.com
FPR-00369,CUST-C0070,43692.78,High Net Worth,At Risk,2.6709,0.671261,416,37909.33,PROD-FS-019,Wealth Advisory,Lending,Term Life,Declined,2024-10-23,0.958528,9650.44,,Persona Customer 369,customer369@example.com
FPR-00370,CUST-C0081,71908.51,Corporate,Growth,1.4086,0.678961,215,15224.46,PROD-FS-020,Wealth Advisory,Insurance,Term Life,Rejected,2024-11-20,0.459854,13607.96,,Persona Customer 370,customer370@example.com
FPR-00371,CUST-C0122,28549.9,Retail,Growth,1.2977,0.044183,114,184858.88,PROD-FS-021,Wealth Advisory,Advisory,Auto Loan,Pending,2024-07-04,0.850771,1506.75,,Persona Customer 371,customer371@example.com
FPR-00372,CUST-C0079,76749.33,Institutional,Growth,3.194,0.636834,329,108908.25,PROD-FS-022,Auto Loan,Credit,Term Life,Pending,2025-08-24,0.903915,7566.38,,Persona Customer 372,customer372@example.com
FPR-00373,CUST-C0023,61222.63,Retail,Growth,4.5869,0.107129,193,50113.25,PROD-FS-023,Rewards Credit Card,Insurance,Premium Savings,Rejected,2025-10-14,0.410747,10007.25,,Persona Customer 373,customer373@example.com
FPR-00374,CUST-C0111,12997.22,Institutional,Mature,1.2399,0.113011,384,36167.44,PROD-FS-024,Wealth Advisory,Lending,Premium Savings,Rejected,2025-05-14,0.29854,8436.95,,Persona Customer 374,customer374@example.com
FPR-00375,CUST-C0237,4564.01,High Net Worth,Onboarding,3.7441,0.507572,2,46964.76,PROD-FS-025,Rewards Credit Card,Lending,Auto Loan,Approved,2025-06-23,0.579761,6745.56,2025-07-20,Persona Customer 375,customer375@example.com
FPR-00376,CUST-C0077,90795.28,Corporate,At Risk,4.2414,0.275075,63,38845.55,PROD-FS-026,Rewards Credit Card,Insurance,Wealth Advisory,Declined,2024-12-16,0.970404,19865.79,,Persona Customer 376,customer376@example.com
FPR-00377,CUST-C0162,11004.51,Corporate,Churned,1.2322,0.908376,86,125352.46,PROD-FS-027,Auto Loan,Lending,Auto Loan,Rejected,2024-04-15,0.964878,8296.88,,Persona Customer 377,customer377@example.com
FPR-00378,CUST-C0229,97324.42,High Net Worth,Growth,4.8264,0.645411,310,116668.9,PROD-FS-028,Wealth Advisory,Lending,Rewards Credit Card,Approved,2024-10-20,0.818401,17751.27,2024-10-22,Persona Customer 378,customer378@example.com
FPR-00379,CUST-C0074,50270.26,Small Business,Mature,4.9112,0.537969,405,71791.73,PROD-FS-029,Auto Loan,Lending,Rewards Credit Card,Pending,2025-08-09,0.248933,15350.83,,Persona Customer 379,customer379@example.com
FPR-00380,CUST-C0066,5368.75,Retail,Onboarding,3.1939,0.09537,448,66535.93,PROD-FS-030,Auto Loan,Deposit,Rewards Credit Card,Accepted,2024-11-05,0.569243,4226.02,2024-12-31,Persona Customer 380,customer380@example.com
FPR-00381,CUST-C0171,50092.63,Corporate,Growth,4.9026,0.736573,181,11806.71,PROD-FS-031,Term Life,Credit,Auto Loan,Approved,2024-02-08,0.655615,4889.61,2024-03-13,Persona Customer 381,customer381@example.com
FPR-00382,CUST-C0222,20739.46,Retail,Mature,1.7711,0.99826,420,1408.53,PROD-FS-032,Rewards Credit Card,Advisory,Auto Loan,Pending,2025-05-15,0.324505,4347.25,,Persona Customer 382,customer382@example.com
FPR-00383,CUST-C0024,53388.61,Institutional,At Risk,3.5133,0.38839,26,65324.02,PROD-FS-033,Wealth Advisory,Insurance,Auto Loan,Declined,2024-10-17,0.363516,6915.87,,Persona Customer 383,customer383@example.com
FPR-00384,CUST-C0096,37106.85,Small Business,Onboarding,1.1929,0.221874,224,165919.47,PROD-FS-034,Rewards Credit Card,Credit,Term Life,Open,2024-11-19,0.227662,10260.95,,Persona Customer 384,customer384@example.com
FPR-00385,CUST-C0047,44074.0,High Net Worth,Churned,4.8604,0.863223,262,104878.98,PROD-FS-035,Auto Loan,Insurance,Term Life,Declined,2025-10-11,0.141796,5819.73,,Persona Customer 385,customer385@example.com
FPR-00386,CUST-C0135,26739.89,Institutional,At Risk,4.8493,0.046995,155,134348.3,PROD-FS-036,Rewards Credit Card,Lending,Rewards Credit Card,Declined,2025-02-02,0.868956,493.11,,Persona Customer 386,customer386@example.com
FPR-00387,CUST-C0096,64565.52,High Net Worth,Churned,1.4452,0.696923,394,53847.42,PROD-FS-037,Wealth Advisory,Insurance,Auto Loan,Accepted,2024-09-03,0.520048,7912.01,2024-10-23,Persona Customer 387,customer387@example.com
FPR-00388,CUST-C0236,97592.02,Retail,Onboarding,1.8497,0.500913,326,157995.07,PROD-FS-038,Wealth Advisory,Insurance,Rewards Credit Card,Approved,2025-08-15,0.446519,17011.29,2025-10-04,Persona Customer 388,customer388@example.com
FPR-00389,CUST-C0229,39509.66,Corporate,Mature,4.5446,0.78351,337,160123.94,PROD-FS-039,Term Life,Deposit,Auto Loan,Accepted,2025-10-15,0.978546,16500.11,2025-11-22,Persona Customer 389,customer389@example.com
FPR-00390,CUST-C0152,57310.33,Small Business,Onboarding,3.2097,0.969861,465,54199.95,PROD-FS-040,Rewards Credit Card,Insurance,Rewards Credit Card,Approved,2025-10-07,0.541546,467.86,2025-12-05,Persona Customer 390,customer390@example.com
FPR-00391,CUST-C0061,24370.97,Small Business,Growth,1.2561,0.103849,463,159691.7,PROD-FS-041,Rewards Credit Card,Insurance,Rewards Credit Card,Rejected,2025-04-27,0.806747,6184.23,,Persona Customer 391,customer391@example.com
FPR-00392,CUST-C0025,15021.06,Small Business,Mature,4.7164,0.881425,296,41975.71,PROD-FS-042,Term Life,Deposit,Auto Loan,Open,2025-01-28,0.760521,10707.22,,Persona Customer 392,customer392@example.com
FPR-00393,CUST-C0211,57216.65,Retail,Onboarding,4.6915,0.341167,426,107175.82,PROD-FS-043,Auto Loan,Lending,Wealth Advisory,Approved,2024-11-27,0.254358,8283.89,2025-01-06,Persona Customer 393,customer393@example.com
FPR-00394,CUST-C0165,83661.4,High Net Worth,Onboarding,2.7871,0.083527,373,176490.71,PROD-FS-044,Rewards Credit Card,Credit,Term Life,Accepted,2024-07-10,0.153426,13277.08,2024-07-14,Persona Customer 394,customer394@example.com
FPR-00395,CUST-C0208,43981.18,High Net Worth,Churned,3.6751,0.734297,335,61057.11,PROD-FS-045,Wealth Advisory,Advisory,Premium Savings,Declined,2024-10-01,0.708863,10917.79,,Persona Customer 395,customer395@example.com
FPR-00396,CUST-C0076,40473.91,Institutional,Mature,4.8311,0.545283,387,100552.76,PROD-FS-046,Term Life,Insurance,Auto Loan,Declined,2025-08-30,0.823087,17962.44,,Persona Customer 396,customer396@example.com
FPR-00397,CUST-C0166,21437.22,Institutional,Mature,4.7646,0.095315,58,16883.2,PROD-FS-047,Wealth Advisory,Lending,Wealth Advisory,Accepted,2025-01-21,0.765019,497.1,2025-02-21,Persona Customer 397,customer397@example.com
FPR-00398,CUST-C0070,44929.3,Small Business,At Risk,3.1817,0.998421,397,179067.95,PROD-FS-048,Rewards Credit Card,Deposit,Auto Loan,Rejected,2024-02-26,0.57665,7208.47,,Persona Customer 398,customer398@example.com
FPR-00399,CUST-C0023,59687.6,Institutional,Growth,3.0662,0.180287,113,51352.53,PROD-FS-049,Auto Loan,Insurance,Auto Loan,Accepted,2025-04-26,0.745593,10001.12,2025-05-24,Persona Customer 399,customer399@example.com
FPR-00400,CUST-C0074,88458.1,Corporate,Onboarding,4.3899,0.878171,199,191826.62,PROD-FS-050,Term Life,Credit,Premium Savings,Pending,2025-07-05,0.111426,12453.51,,Persona Customer 400,customer400@example.com
FPR-00401,CUST-C0102,4034.37,Small Business,Growth,2.6885,0.634569,203,90981.64,PROD-FS-001,Premium Savings,Credit,Rewards Credit Card,Pending,2025-11-08,0.303913,3630.63,,Persona Customer 401,customer401@example.com
FPR-00402,CUST-C0011,94387.31,Retail,Onboarding,4.9215,0.69248,268,161860.35,PROD-FS-002,Rewards Credit Card,Advisory,Auto Loan,Approved,2025-10-21,0.719298,5052.54,2025-12-13,Persona Customer 402,customer402@example.com
FPR-00403,CUST-C0022,68722.87,High Net Worth,Onboarding,3.3814,0.197165,300,147723.11,PROD-FS-003,Term Life,Deposit,Premium Savings,Accepted,2025-01-02,0.618328,11900.17,2025-02-25,Persona Customer 403,customer403@example.com
FPR-00404,CUST-C0055,61372.17,Retail,Onboarding,2.9419,0.615258,70,160199.77,PROD-FS-004,Rewards Credit Card,Credit,Rewards Credit Card,Declined,2024-10-24,0.608884,17843.14,,Persona Customer 404,customer404@example.com
FPR-00405,CUST-C0196,45907.12,Corporate,At Risk,1.8925,0.688905,360,186090.99,PROD-FS-005,Term Life,Credit,Term Life,Open,2024-10-25,0.771294,11567.06,,Persona Customer 405,customer405@example.com
FPR-00406,CUST-C0126,93848.74,Institutional,Growth,3.0571,0.540279,251,150230.72,PROD-FS-006,Wealth Advisory,Lending,Term Life,Declined,2024-04-26,0.503604,15128.75,,Persona Customer 406,customer406@example.com
FPR-00407,CUST-C0043,89052.01,Corporate,Mature,1.0423,0.648005,72,68081.09,PROD-FS-007,Rewards Credit Card,Insurance,Term Life,Approved,2024-01-04,0.513091,18588.16,2024-02-23,Persona Customer 407,customer407@example.com
FPR-00408,CUST-C0054,98418.61,Institutional,Growth,2.9185,0.491891,105,47531.09,PROD-FS-008,Wealth Advisory,Insurance,Wealth Advisory,Pending,2025-03-04,0.434169,11256.02,,Persona Customer 408,customer408@example.com
FPR-00409,CUST-C0147,64902.95,High Net Worth,Growth,4.557,0.657757,41,162833.81,PROD-FS-009,Premium Savings,Insurance,Rewards Credit Card,Declined,2024-08-06,0.251561,14835.44,,Persona Customer 409,customer409@example.com
FPR-00410,CUST-C0017,91764.62,Corporate,At Risk,4.0548,0.890747,316,72571.01,PROD-FS-010,Auto Loan,Credit,Premium Savings,Accepted,2025-11-17,0.627445,4841.54,2025-12-06,Persona Customer 410,customer410@example.com
FPR-00411,CUST-C0065,39186.52,High Net Worth,At Risk,3.1366,0.910183,211,179623.79,PROD-FS-011,Rewards Credit Card,Deposit,Rewards Credit Card,Open,2025-09-19,0.778941,15965.63,,Persona Customer 411,customer411@example.com
FPR-00412,CUST-C0133,10068.01,Institutional,At Risk,3.7495,0.984296,238,119814.56,PROD-FS-012,Rewards Credit Card,Lending,Premium Savings,Declined,2024-04-08,0.207752,7822.49,,Persona Customer 412,customer412@example.com
FPR-00413,CUST-C0166,70000.0,Retail,Onboarding,3.7497,0.585083,6,137371.49,PROD-FS-013,Auto Loan,Deposit,Auto Loan,Accepted,2025-06-19,0.639149,6256.16,2025-08-04,Persona Customer 413,customer413@example.com
FPR-00414,CUST-C0088,96839.88,Small Business,Growth,4.7443,0.345492,73,108506.7,PROD-FS-014,Auto Loan,Lending,Wealth Advisory,Approved,2024-04-12,0.646813,18748.4,2024-05-08,Persona Customer 414,customer414@example.com
FPR-00415,CUST-C0079,97078.36,High Net Worth,Growth,1.5741,0.161379,179,201.19,PROD-FS-015,Wealth Advisory,Credit,Premium Savings,Pending,2024-01-31,0.003176,8489.71,,Persona Customer 415,customer415@example.com
FPR-00416,CUST-C0245,6493.63,Small Business,Growth,2.0282,0.648266,208,128015.71,PROD-FS-016,Wealth Advisory,Deposit,Wealth Advisory,Open,2024-02-18,0.494393,18816.93,,Persona Customer 416,customer416@example.com
FPR-00417,CUST-C0215,74335.34,High Net Worth,At Risk,3.8513,0.633955,474,188258.59,PROD-FS-017,Wealth Advisory,Deposit,Premium Savings,Declined,2025-04-06,0.387533,18144.4,,Persona Customer 417,customer417@example.com
FPR-00418,CUST-C0086,54079.1,Small Business,At Risk,2.2173,0.299186,71,108568.51,PROD-FS-018,Auto Loan,Insurance,Term Life,Declined,2024-05-17,0.936528,14148.91,,Persona Customer 418,customer418@example.com
FPR-00419,CUST-C0098,72587.71,Institutional,Growth,4.3007,0.648883,140,71949.73,PROD-FS-019,Rewards Credit Card,Credit,Auto Loan,Accepted,2025-11-19,0.536942,11208.69,2025-12-02,Persona Customer 419,customer419@example.com
FPR-00420,CUST-C0010,30211.74,Retail,Churned,4.9401,0.96331,429,3041.1,PROD-FS-020,Premium Savings,Deposit,Rewards Credit Card,Pending,2025-08-17,0.296609,10686.82,,Persona Customer 420,customer420@example.com
FPR-00421,CUST-C0156,61103.21,Corporate,Mature,2.146,0.735762,72,141472.99,PROD-FS-021,Rewards Credit Card,Credit,Term Life,Pending,2024-05-28,0.668107,5510.37,,Persona Customer 421,customer421@example.com
FPR-00422,CUST-C0096,71005.7,Corporate,Churned,3.0429,0.495521,174,190260.96,PROD-FS-022,Premium Savings,Advisory,Term Life,Open,2024-06-04,0.926367,63.76,,Persona Customer 422,customer422@example.com
FPR-00423,CUST-C0014,40116.19,Small Business,Churned,1.3474,0.987048,274,76282.85,PROD-FS-023,Term Life,Deposit,Premium Savings,Declined,2024-05-04,0.548499,1566.83,,Persona Customer 423,customer423@example.com
FPR-00424,CUST-C0225,59729.2,High Net Worth,Churned,4.5328,0.678365,97,167471.71,PROD-FS-024,Rewards Credit Card,Lending,Premium Savings,Open,2025-01-30,0.392675,19196.3,,Persona Customer 424,customer424@example.com
FPR-00425,CUST-C0147,75627.53,Retail,Growth,2.9894,0.634744,468,123067.25,PROD-FS-025,Rewards Credit Card,Deposit,Premium Savings,Accepted,2025-01-25,0.315231,16191.23,2025-01-28,Persona Customer 425,customer425@example.com
FPR-00426,CUST-C0225,19851.34,Retail,Onboarding,2.9904,0.989229,61,180907.74,PROD-FS-026,Auto Loan,Insurance,Auto Loan,Approved,2025-04-04,0.019475,15477.64,2025-05-23,Persona Customer 426,customer426@example.com
FPR-00427,CUST-C0174,12489.52,Institutional,Onboarding,2.2036,0.837506,275,32302.26,PROD-FS-027,Auto Loan,Lending,Wealth Advisory,Rejected,2025-10-07,0.438206,14701.74,,Persona Customer 427,customer427@example.com
FPR-00428,CUST-C0007,95356.84,High Net Worth,At Risk,3.6113,0.715727,175,62325.27,PROD-FS-028,Rewards Credit Card,Advisory,Wealth Advisory,Declined,2025-01-08,0.418074,7420.06,,Persona Customer 428,customer428@example.com
FPR-00429,CUST-C0065,6704.25,Small Business,Mature,2.7891,0.59895,78,189342.6,PROD-FS-029,Term Life,Insurance,Term Life,Rejected,2024-09-15,0.129014,4228.72,,Persona Customer 429,customer429@example.com
FPR-00430,CUST-C0095,44544.56,Retail,Onboarding,1.206,0.847463,6,56818.99,PROD-FS-030,Premium Savings,Deposit,Premium Savings,Rejected,2025-08-10,0.446992,12120.96,,Persona Customer 430,customer430@example.com
FPR-00431,CUST-C0067,82650.46,High Net Worth,Mature,4.4723,0.672533,318,156730.49,PROD-FS-031,Premium Savings,Lending,Rewards Credit Card,Open,2025-06-05,0.081014,353.73,,Persona Customer 431,customer431@example.com
FPR-00432,CUST-C0005,82152.19,Institutional,Onboarding,1.2036,0.08681,110,186842.94,PROD-FS-032,Term Life,Credit,Wealth Advisory,Approved,2025-10-03,0.792239,2598.74,2025-11-10,Persona Customer 432,customer432@example.com
FPR-00433,CUST-C0093,56886.61,Small Business,Churned,1.5538,0.558269,465,41543.42,PROD-FS-033,Wealth Advisory,Deposit,Term Life,Approved,2024-04-09,0.742643,2381.8,2024-04-30,Persona Customer 433,customer433@example.com
FPR-00434,CUST-C0213,75338.09,Institutional,Churned,3.8768,0.012836,243,30071.83,PROD-FS-034,Term Life,Insurance,Premium Savings,Rejected,2025-04-10,0.247135,18221.31,,Persona Customer 434,customer434@example.com
FPR-00435,CUST-C0105,44902.9,Retail,At Risk,3.6823,0.219135,315,182493.62,PROD-FS-035,Auto Loan,Credit,Wealth Advisory,Open,2025-07-29,0.248687,14272.19,,Persona Customer 435,customer435@example.com
FPR-00436,CUST-C0210,76715.57,Small Business,Churned,3.9607,0.581337,104,118837.03,PROD-FS-036,Auto Loan,Advisory,Term Life,Pending,2024-06-03,0.996102,17052.44,,Persona Customer 436,customer436@example.com
FPR-00437,CUST-C0049,23178.72,High Net Worth,At Risk,2.4088,0.148331,64,18370.31,PROD-FS-037,Rewards Credit Card,Credit,Rewards Credit Card,Approved,2025-09-15,0.101882,19754.02,2025-10-20,Persona Customer 437,customer437@example.com
FPR-00438,CUST-C0091,54827.11,High Net Worth,Churned,2.0044,0.789921,450,159894.48,PROD-FS-038,Wealth Advisory,Deposit,Term Life,Approved,2025-11-06,0.203667,7470.47,2025-12-02,Persona Customer 438,customer438@example.com
FPR-00439,CUST-C0200,74956.61,Small Business,Onboarding,1.4832,0.904508,259,151082.04,PROD-FS-039,Wealth Advisory,Credit,Premium Savings,Open,2025-01-17,0.792182,2942.6,,Persona Customer 439,customer439@example.com
FPR-00440,CUST-C0066,30558.75,Institutional,Onboarding,3.8121,0.525664,217,67216.72,PROD-FS-040,Wealth Advisory,Credit,Wealth Advisory,Open,2025-02-13,0.539078,15572.03,,Persona Customer 440,customer440@example.com
FPR-00441,CUST-C0209,43998.85,Retail,Growth,3.3074,0.775009,402,143677.0,PROD-FS-041,Wealth Advisory,Credit,Auto Loan,Declined,2024-10-27,0.681687,2889.14,,Persona Customer 441,customer441@example.com
FPR-00442,CUST-C0167,44678.29,Small Business,At Risk,3.1836,0.16034,123,34937.75,PROD-FS-042,Wealth Advisory,Advisory,Auto Loan,Rejected,2025-06-20,0.050712,12714.15,,Persona Customer 442,customer442@example.com
FPR-00443,CUST-C0031,84871.18,High Net Worth,Mature,2.1621,0.186217,107,112200.43,PROD-FS-043,Auto Loan,Lending,Auto Loan,Pending,2024-10-25,0.162461,16576.51,,Persona Customer 443,customer443@example.com
FPR-00444,CUST-C0064,16400.58,Retail,At Risk,4.78,0.781502,152,8404.85,PROD-FS-044,Wealth Advisory,Advisory,Wealth Advisory,Rejected,2024-08-05,0.173302,9630.57,,Persona Customer 444,customer444@example.com
FPR-00445,CUST-C0179,40942.37,Institutional,At Risk,2.6123,0.165451,313,164690.07,PROD-FS-045,Premium Savings,Lending,Premium Savings,Declined,2024-11-14,0.420652,14769.4,,Persona Customer 445,customer445@example.com
FPR-00446,CUST-C0114,66821.49,Small Business,Growth,3.9246,0.167518,115,34440.99,PROD-FS-046,Premium Savings,Advisory,Auto Loan,Pending,2025-11-02,0.084163,2507.42,,Persona Customer 446,customer446@example.com
FPR-00447,CUST-C0194,56528.55,Retail,Churned,1.2833,0.627218,195,143081.36,PROD-FS-047,Rewards Credit Card,Lending,Term Life,Rejected,2024-07-31,0.771878,2463.0,,Persona Customer 447,customer447@example.com
FPR-00448,CUST-C0236,13481.22,Retail,Onboarding,3.3722,0.167367,51,147061.94,PROD-FS-048,Auto Loan,Credit,Rewards Credit Card,Rejected,2025-03-26,0.178255,19133.84,,Persona Customer 448,customer448@example.com
FPR-00449,CUST-C0148,9270.16,Institutional,At Risk,4.4911,0.474305,55,30551.53,PROD-FS-049,Wealth Advisory,Deposit,Premium Savings,Open,2024-07-06,0.786485,16083.51,,Persona Customer 449,customer449@example.com
FPR-00450,CUST-C0179,47589.86,Small Business,Onboarding,3.2055,0.486612,85,194958.57,PROD-FS-050,Rewards Credit Card,Insurance,Term Life,Pending,2024-05-03,0.792101,11159.89,,Persona Customer 450,customer450@example.com
FPR-00451,CUST-C0179,11732.66,Small Business,Growth,2.9872,0.999258,428,174999.71,PROD-FS-001,Wealth Advisory,Lending,Rewards Credit Card,Approved,2025-11-09,0.600705,11874.11,2025-12-20,Persona Customer 451,customer451@example.com
FPR-00452,CUST-C0083,89.5,Small Business,Onboarding,1.2982,0.688085,24,19512.3,PROD-FS-002,Term Life,Deposit,Premium Savings,Pending,2025-08-28,0.825869,9479.91,,Persona Customer 452,customer452@example.com
FPR-00453,CUST-C0225,11118.79,Institutional,Churned,2.9532,0.177798,237,124597.29,PROD-FS-003,Term Life,Deposit,Premium Savings,Approved,2025-09-10,0.046385,3142.73,2025-10-05,Persona Customer 453,customer453@example.com
FPR-00454,CUST-C0139,65225.09,High Net Worth,At Risk,3.4874,0.400896,92,105202.98,PROD-FS-004,Term Life,Credit,Premium Savings,Rejected,2024-03-21,0.768394,12744.24,,Persona Customer 454,customer454@example.com
FPR-00455,CUST-C0015,37905.93,High Net Worth,Growth,4.5881,0.805365,186,134760.61,PROD-FS-005,Auto Loan,Deposit,Premium Savings,Approved,2024-07-09,0.247701,6222.41,2024-07-25,Persona Customer 455,customer455@example.com
FPR-00456,CUST-C0024,58282.74,Corporate,Growth,2.2046,0.67971,180,196759.95,PROD-FS-006,Wealth Advisory,Insurance,Auto Loan,Accepted,2025-08-15,0.884303,12049.57,2025-10-05,Persona Customer 456,customer456@example.com
FPR-00457,CUST-C0146,10939.89,Retail,Churned,4.845,0.369183,141,178385.78,PROD-FS-007,Wealth Advisory,Lending,Auto Loan,Pending,2024-09-28,0.903339,15311.36,,Persona Customer 457,customer457@example.com
FPR-00458,CUST-C0061,30301.54,Retail,Mature,1.2654,0.904944,416,102657.72,PROD-FS-008,Rewards Credit Card,Lending,Wealth Advisory,Pending,2024-10-31,0.858306,4592.79,,Persona Customer 458,customer458@example.com
FPR-00459,CUST-C0230,79350.0,High Net Worth,At Risk,3.8367,0.733159,467,168631.11,PROD-FS-009,Auto Loan,Lending,Term Life,Rejected,2025-01-09,0.406144,13176.17,,Persona Customer 459,customer459@example.com
FPR-00460,CUST-C0099,90563.59,Corporate,Onboarding,2.9194,0.809023,197,62481.99,PROD-FS-010,Auto Loan,Credit,Auto Loan,Open,2025-08-18,0.669544,10641.57,,Persona Customer 460,customer460@example.com
FPR-00461,CUST-C0008,96834.95,Small Business,Churned,4.4942,0.133441,220,46838.85,PROD-FS-011,Wealth Advisory,Credit,Term Life,Accepted,2024-02-08,0.68484,14324.61,2024-02-17,Persona Customer 461,customer461@example.com
FPR-00462,CUST-C0126,7548.13,Corporate,At Risk,4.2707,0.361728,427,58667.48,PROD-FS-012,Premium Savings,Lending,Auto Loan,Declined,2025-09-23,0.932418,15122.99,,Persona Customer 462,customer462@example.com
FPR-00463,CUST-C0100,34641.94,Small Business,Churned,2.1351,0.605441,135,177458.11,PROD-FS-013,Wealth Advisory,Lending,Premium Savings,Declined,2025-03-17,0.697416,19164.9,,Persona Customer 463,customer463@example.com
FPR-00464,CUST-C0229,32275.36,Retail,Onboarding,3.3683,0.636816,162,76908.57,PROD-FS-014,Term Life,Lending,Auto Loan,Declined,2025-04-30,0.377809,5092.19,,Persona Customer 464,customer464@example.com
FPR-00465,CUST-C0243,5159.86,Institutional,Growth,3.1324,0.069415,238,191501.3,PROD-FS-015,Rewards Credit Card,Deposit,Rewards Credit Card,Declined,2025-06-15,0.091671,18358.14,,Persona Customer 465,customer465@example.com
FPR-00466,CUST-C0025,3541.99,Small Business,Onboarding,1.8869,0.724066,223,44440.89,PROD-FS-016,Wealth Advisory,Lending,Premium Savings,Open,2024-07-24,0.334408,9683.4,,Persona Customer 466,customer466@example.com
FPR-00467,CUST-C0059,56563.07,Small Business,Onboarding,3.3158,0.671199,408,83965.45,PROD-FS-017,Premium Savings,Advisory,Rewards Credit Card,Declined,2025-03-11,0.980438,15377.83,,Persona Customer 467,customer467@example.com
FPR-00468,CUST-C0101,42158.78,Small Business,Onboarding,2.0327,0.831205,353,43169.94,PROD-FS-018,Rewards Credit Card,Insurance,Wealth Advisory,Rejected,2024-10-08,0.178486,8062.05,,Persona Customer 468,customer468@example.com
FPR-00469,CUST-C0172,51351.2,Small Business,Growth,4.1186,0.823038,174,91132.15,PROD-FS-019,Premium Savings,Insurance,Term Life,Pending,2025-07-13,0.688591,14403.03,,Persona Customer 469,customer469@example.com
FPR-00470,CUST-C0211,78359.49,Corporate,Growth,1.4709,0.67882,421,538.11,PROD-FS-020,Rewards Credit Card,Lending,Premium Savings,Accepted,2024-03-24,0.919918,11324.48,2024-05-03,Persona Customer 470,customer470@example.com
FPR-00471,CUST-C0205,20037.36,Small Business,Growth,3.2645,0.994308,273,198772.43,PROD-FS-021,Premium Savings,Deposit,Term Life,Pending,2025-06-30,0.375681,19137.63,,Persona Customer 471,customer471@example.com
FPR-00472,CUST-C0236,27900.63,Retail,Onboarding,4.2973,0.766491,343,41989.79,PROD-FS-022,Term Life,Insurance,Term Life,Accepted,2024-10-30,0.210169,3266.0,2024-11-19,Persona Customer 472,customer472@example.com
FPR-00473,CUST-C0072,29059.9,Corporate,Growth,4.2619,0.632279,233,199736.71,PROD-FS-023,Rewards Credit Card,Insurance,Term Life,Approved,2025-08-15,0.33597,1245.82,2025-09-13,Persona Customer 473,customer473@example.com
